Month,ProductSales
3/11/2020,7911.43
3/12/2020,4970.79
3/13/2020,5563.71
3/14/2020,5200.37
3/15/2020,5392.31
3/16/2020,5014.48
3/17/2020,5225.63
3/18/2020,5238.44
3/19/2020,6191.19
3/20/2020,6198.78
3/21/2020,6185.07
3/22/2020,5830.25
3/23/2020,6416.31
3/24/2020,6734.8
3/25/2020,6681.06
3/26/2020,6716.44
3/27/2020,6469.8
3/28/2020,6242.19
3/29/2020,5922.04
3/30/2020,6429.84
3/31/2020,6438.64
4/1/2020,6606.78
4/2/2020,6793.62
4/3/2020,6733.39
4/4/2020,6867.53
4/5/2020,6791.13
4/6/2020,7271.78
4/7/2020,7176.41
4/8/2020,7334.1
4/9/2020,7302.09
4/10/2020,6865.49
4/11/2020,6859.08
4/12/2020,6971.09
4/13/2020,6845.04
4/14/2020,6842.43
4/15/2020,6642.11
4/16/2020,7116.8
4/17/2020,7096.18
4/18/2020,7257.66
4/19/2020,7189.42
4/20/2020,6881.96
4/21/2020,6880.32
4/22/2020,7117.21
4/23/2020,7429.72
4/24/2020,7550.9
4/25/2020,7569.94
4/26/2020,7679.87
4/27/2020,7795.6
4/28/2020,7807.06
4/29/2020,8801.04
4/30/2020,8658.55
5/1/2020,8864.77
5/2/2020,8988.6
5/3/2020,8897.47
5/4/2020,8912.65
5/5/2020,9003.07
5/6/2020,9268.76
5/7/2020,9951.52
5/8/2020,9842.67
5/9/2020,9593.9
5/10/2020,8756.43
5/11/2020,8601.8
5/12/2020,8804.48
5/13/2020,9269.99
5/14/2020,9733.72
5/15/2020,9328.2
5/16/2020,9377.01
5/17/2020,9670.74
5/18/2020,9726.57
5/19/2020,9729.04
5/20/2020,9522.98
5/21/2020,9081.76
5/22/2020,9182.58
5/23/2020,9209.29
5/24/2020,8790.37
5/25/2020,8906.93
5/26/2020,8835.05
5/27/2020,9181.02
5/28/2020,9525.75
5/29/2020,9439.12
5/30/2020,9700.41
5/31/2020,9461.06
6/1/2020,10167.27
6/2/2020,9529.8
6/3/2020,9656.72
6/4/2020,9800.64
6/5/2020,9665.53
6/6/2020,9653.68
6/7/2020,9758.85
6/8/2020,9771.49
6/9/2020,9795.7
6/10/2020,9870.09
6/11/2020,9321.78
6/12/2020,9480.84
6/13/2020,9475.28
6/14/2020,9386.79
6/15/2020,9450.7
6/16/2020,9538.02
6/17/2020,9480.26
6/18/2020,9411.84
6/19/2020,9288.02
6/20/2020,9332.34
6/21/2020,9303.63
6/22/2020,9648.72
6/23/2020,9629.66
6/24/2020,9313.61
6/25/2020,9264.81
6/26/2020,9162.92
6/27/2020,9045.39
6/28/2020,9143.58
6/29/2020,9190.85
6/30/2020,9137.99
7/1/2020,9228.33
7/2/2020,9123.41
7/3/2020,9087.3
7/4/2020,9132.49
7/5/2020,9073.94
7/6/2020,9375.47
7/7/2020,9252.28
7/8/2020,9428.33
7/9/2020,9277.97
7/10/2020,9278.81
7/11/2020,9240.35
7/12/2020,9276.5
7/13/2020,9243.61
7/14/2020,9243.21
7/15/2020,9192.84
7/16/2020,9132.23
7/17/2020,9151.39
7/18/2020,9159.04
7/19/2020,9185.82
7/20/2020,9164.23
7/21/2020,9374.89
7/22/2020,9525.36
7/23/2020,9581.07
7/24/2020,9536.89
7/25/2020,9677.11
7/26/2020,9905.17
7/27/2020,10990.87
7/28/2020,10912.82
7/29/2020,11100.47
7/30/2020,11111.21
7/31/2020,11323.47
8/1/2020,11759.59
8/2/2020,11053.61
8/3/2020,11246.35
8/4/2020,11205.89
8/5/2020,11747.02
8/6/2020,11779.77
8/7/2020,11601.47
8/8/2020,11754.05
8/9/2020,11675.74
8/10/2020,11878.11
8/11/2020,11410.53
8/12/2020,11584.93
8/13/2020,11784.14
8/14/2020,11768.87
8/15/2020,11865.7
8/16/2020,11892.8
8/17/2020,12254.4
8/18/2020,11991.23
8/19/2020,11758.28
8/20/2020,11878.37
8/21/2020,11592.49
8/22/2020,11681.83
8/23/2020,11664.85
8/24/2020,11774.6
8/25/2020,11366.14
8/26/2020,11488.36
8/27/2020,11323.4
8/28/2020,11542.5
8/29/2020,11506.87
8/30/2020,11711.51
8/31/2020,11680.82
9/1/2020,11970.48
9/2/2020,11414.03
9/3/2020,10245.3
9/4/2020,10511.81
9/5/2020,10169.57
9/6/2020,10280.35
9/7/2020,10369.56
9/8/2020,10131.52
9/9/2020,10242.35
9/10/2020,10319.06081
9/11/2020,10400.91
9/12/2020,10442.17
9/13/2020,10323.76
9/14/2020,10680.84
9/15/2020,10796.95
9/16/2020,10974.9
9/17/2020,10948.99
9/18/2020,10944.59
9/19/2020,11094.35
9/20/2020,10938.27
9/21/2020,10462.26
9/22/2020,10538.46
9/23/2020,10225.86
9/24/2020,10745.55
9/25/2020,10702.29
9/26/2020,10724.98216
9/27/2020,10774.43
9/28/2020,10721.33
9/29/2020,10848.83
9/30/2020,10787.62
10/1/2020,10623.33
10/2/2020,10555.82247
10/3/2020,10565.49
10/4/2020,10661.05169
10/5/2020,10804.00
10/6/2020,10546.09517
10/7/2020,10679.14
10/8/2020,10923.63
10/9/2020,11052.04683
10/10/2020,11296.36
10/11/2020,11384.18
10/12/2020,11555.36
10/13/2020,11425.9
10/14/2020,11429.51
10/15/2020,11495.35
10/16/2020,11322.12
10/17/2020,11358.1
10/18/2020,11483.36
10/19/2020,11742.04
10/20/2020,11916.34
10/21/2020,12823.69
10/22/2020,12965.89
10/23/2020,12931.54
10/24/2020,13108.06
10/25/2020,13031.17
10/26/2020,13075.25
10/27/2020,13654.22
10/28/2020,13271.29
10/29/2020,13437.88
10/30/2020,13546.52
10/31/2020,13780.99
11/1/2020,13737.11
11/2/2020,13550.49
11/3/2020,13731.20748
11/4/2020,14038.7435
11/5/2020,15091.64739
11/6/2020,15466.48068
11/7/2020,14836.46275
11/8/2020,15396.19907
11/9/2020,15448.50962
11/10/2020,15319.8807
11/11/2020,15692.02436
11/12/2020,16096.26202
11/13/2020,16190.28007
11/14/2020,15962.08385
11/15/2020,15856.7315
11/16/2020,16763.38892
11/17/2020,17646.10429
11/18/2020,17614.94881
11/19/2020,17959.27831
11/20/2020,18649.23898
11/21/2020,18614.7632
11/22/2020,18521.15328
11/23/2020,18359.63574
11/24/2020,19015.4405
11/25/2020,18834.52749
11/26/2020,16956.93832
11/27/2020,17119.2501
11/28/2020,17790.56312
11/29/2020,18185.55745
11/30/2020,19375.15846
12/1/2020,18942.19056
12/2/2020,19113.35898
12/3/2020,19342.79542
12/4/2020,18958.87762
12/5/2020,19087.21355
12/6/2020,19186.72588
12/7/2020,19032.72833
12/8/2020,18743.09456
12/9/2020,18298.66761
12/10/2020,18381.60855
12/11/2020,17968.35677
12/12/2020,18749.07657
12/13/2020,19143.96947
12/14/2020,19152.84751
12/15/2020,19520.36928
12/16/2020,20802.07182
12/17/2020,22452.5228
12/18/2020,22734.35086
12/19/2020,23874.46981
12/20/2020,24161.65293
12/21/2020,22850.53166
12/22/2020,23394.79216
12/23/2020,23487.66309
12/24/2020,23431.40617
12/25/2020,24443.28268
12/26/2020,26260.90251
12/27/2020,26366.6279
12/28/2020,26740.0098
12/29/2020,26898.76162
12/30/2020,28914.69584
12/31/2020,28961.54359
1/1/2021,29264.66851
1/2/2021,31777.4698
1/3/2021,33427.59241
1/4/2021,31446.13707
1/5/2021,34011.35008
1/6/2021,35671.90931
1/7/2021,38989.92877
1/8/2021,39218.83549
1/9/2021,40591.11468
1/10/2021,37546.28524
1/11/2021,32684.72775
1/12/2021,34162.10502
1/13/2021,35973.88455
1/14/2021,39634.15006
1/15/2021,35482.53561
1/16/2021,36671.49876
1/17/2021,36010.27487
1/18/2021,36240.22529
1/19/2021,36347.5472
1/20/2021,35089.14585
1/21/2021,32186.013
1/22/2021,33655.72439
1/23/2021,32239.23431
1/24/2021,31706.06173
1/25/2021,33281.76029
1/26/2021,31981.1822
1/27/2021,31418.8709
1/28/2021,32673.7412
1/29/2021,34563.58569
1/30/2021,34264.34343
1/31/2021,32872.47734
2/1/2021,33759.52258
2/2/2021,35660.28806
2/3/2021,36916.03509
2/4/2021,37385.56526
2/5/2021,37642.3213
2/6/2021,39867.04451
2/7/2021,38313.36527
2/8/2021,43448.79423
2/9/2021,47290.30054
2/10/2021,44693.62748
2/11/2021,48228.86859
2/12/2021,47540.00295
2/13/2021,46785.54292
2/14/2021,48928.54282
2/15/2021,48711.5653
2/16/2021,48594.15622
2/17/2021,52349.03573
2/18/2021,51959.86407
2/19/2021,55365.93584
2/20/2021,56936.46476
2/21/2021,58006.09474
2/22/2021,54206.58983
2/23/2021,47300.11753
2/24/2021,48762.63419
2/25/2021,48854.44326
2/26/2021,46645.08037
2/27/2021,47162.18284
2/28/2021,44363.23327
3/1/2021,48322.84728
3/2/2021,47228.84535
3/3/2021,50935.67068
3/4/2021,48114.87045
3/5/2021,49146.9794
3/6/2021,48398.56087
3/7/2021,49991.13316
3/8/2021,51789.77861
3/9/2021,54416.09655
3/10/2021,56250.2029
3/11/2021,57526.11827
3/12/2021,56730.94135
3/13/2021,61479.91795
3/14/2021,60079.40004
3/15/2021,56497.64306
3/16/2021,56329.03024
3/17/2021,58069.59262
3/18/2021,57780.26171
3/19/2021,58449.24448
3/20/2021,58612.93072
3/21/2021,57885.71731
3/22/2021,54818.0426
3/23/2021,54884.35562
3/24/2021,54064.00225
3/25/2021,52345.5298
3/26/2021,54221.10645
3/27/2021,56005.9288
3/28/2021,55199.09237
3/29/2021,57446.01859
3/30/2021,58916.32914
3/31/2021,59217.65504
4/1/2021,59245.95451
4/2/2021,59108.90024
4/3/2021,58626.84345
4/4/2021,58484.2704
4/5/2021,58927.47368
4/6/2021,58395.0947
4/7/2021,56178.09949
4/8/2021,58032.78955
4/9/2021,58442.27368
4/10/2021,59064.99402
4/11/2021,59685.73956
4/12/2021,60247.44319
4/13/2021,63167.59289
4/14/2021,62306.93022
4/15/2021,63518.54393
4/16/2021,62125.38695
4/17/2021,61398.23577
4/18/2021,56239.04866
4/19/2021,56253.42055
4/20/2021,56946.0465
4/21/2021,55037.26096
4/22/2021,51750.70434
4/23/2021,50751.90809
4/24/2021,50951.51023
4/25/2021,48636.66986
4/26/2021,53379.40861
4/27/2021,54944.09973
4/28/2021,54322.2997
4/29/2021,52868.26652
4/30/2021,56767.75004
5/1/2021,57807.75632
5/2/2021,56829.29173
5/3/2021,57124.06159
5/4/2021,54572.74206
5/5/2021,56870.37066
5/6/2021,56025.07178
5/7/2021,57528.64978
5/8/2021,59026.70476
5/9/2021,57822.22874
5/10/2021,54821.38749
5/11/2021,56783.53288
5/12/2021,54437.70441
5/13/2021,49115.64552
5/14/2021,49574.543
5/15/2021,48339.3497
5/16/2021,44162.95898
5/17/2021,44837.67365
5/18/2021,43219.66527
5/19/2021,38572.25583
5/20/2021,39927.36377
5/21/2021,35939.11615
5/22/2021,38101.06192
5/23/2021,33850.54748
5/24/2021,38993.40336
5/25/2021,37672.69943
5/26/2021,38807.37546
5/27/2021,38552.62685
5/28/2021,35430.98634
5/29/2021,34149.51776
5/30/2021,36091.84798
5/31/2021,36733.66353
6/1/2021,36198.89332
6/2/2021,37748.15203
6/3/2021,38599.15034
6/4/2021,37087.57698
6/5/2021,35706.20513
6/6/2021,35880.53439
6/7/2021,34769.34349
6/8/2021,33705.49826
6/9/2021,36407.01963
6/10/2021,36301.4333
6/11/2021,37340.76669
6/12/2021,36068.8912
6/13/2021,38991.85967
6/14/2021,39869.78101
6/15/2021,39904.51028
6/16/2021,38683.0824
6/17/2021,37789.26981
6/18/2021,35463.45557
6/19/2021,36152.73212
6/20/2021,35808.83776
6/21/2021,32638.7396
6/22/2021,32810.10265
6/23/2021,33175.1171
6/24/2021,34939.96054
6/25/2021,32284.36922
6/26/2021,31361.22521
6/27/2021,32739.02408
6/28/2021,34546.77864
6/29/2021,36285.42926
6/30/2021,34912.18482
7/1/2021,33443.65616
7/2/2021,33212.40668
7/3/2021,34673.89703
7/4/2021,35526.50443
7/5/2021,33823.23122
7/6/2021,33946.95414
7/7/2021,34579.45391
7/8/2021,32841.51925
7/9/2021,33502.27428
7/10/2021,33321.06887
7/11/2021,33912.50649
7/12/2021,32957.71715
7/13/2021,32418.65682
7/14/2021,32811.8467
7/15/2021,31728.5825
7/16/2021,31944.63918
7/17/2021,31767.52191
7/18/2021,31701.85844
7/19/2021,30820.72046
7/20/2021,29881.48852
7/21/2021,31697.9859
7/22/2021,32324.21372
7/23/2021,32450.06099
7/24/2021,33922.90171
7/25/2021,34381.67994
7/26/2021,38109.84781
7/27/2021,38035.38444
7/28/2021,40085.58534
7/29/2021,39709.08812
7/30/2021,40687.56595
7/31/2021,41643.85024
8/1/2021,41305.66484
8/2/2021,38746.34717
8/3/2021,38006.49691
8/4/2021,39647.15156
8/5/2021,40877.71498
8/6/2021,42720.89393
8/7/2021,43991.35718
8/8/2021,43786.37836
8/9/2021,45638.67534
8/10/2021,45600.9602
8/11/2021,46440.41482
8/12/2021,44475.32232
8/13/2021,47436.62666
8/14/2021,46654.87269
8/15/2021,46693.30576
8/16/2021,45859.86371
8/17/2021,45078.92099
8/18/2021,44636.13116
8/19/2021,46442.57363
8/20/2021,48689.30391
8/21/2021,49012.12509
8/22/2021,48452.61982
8/23/2021,49434.00225
8/24/2021,48280.6101
8/25/2021,48780.29137
8/26/2021,47010.77308
8/27/2021,48975.77028
8/28/2021,48699.50233
8/29/2021,48878.90155
8/30/2021,48634.14672
8/31/2021,47154.39903
9/1/2021,48276.62399
9/2/2021,49510.143
9/3/2021,50146.03416
9/4/2021,50196.89714
9/5/2021,50961.21577
9/6/2021,51885.08513
9/7/2021,46380.72131
9/8/2021,45974.41271
9/9/2021,46312.68101
9/10/2021,45213.3538
9/11/2021,45393.72473
9/12/2021,45423.32376
9/13/2021,44902.49593
9/14/2021,46841.56515
9/15/2021,48063.72093
9/16/2021,47278.65395
9/17/2021,47142.52094
9/18/2021,48007.4216
9/19/2021,47604.84026
9/20/2021,43280.99387
9/21/2021,41049.33991
9/22/2021,43487.00277
9/23/2021,44614.06611
9/24/2021,42907.93415
9/25/2021,42707.30833
9/26/2021,43531.57046
9/27/2021,42832.27165
9/28/2021,41859.0506
9/29/2021,41015.61744
9/30/2021,43278.201
10/1/2021,47955.42492
10/2/2021,47998.80832
10/3/2021,48668.25268
10/4/2021,49061.40758
10/5/2021,51348.17613
10/6/2021,55105.33724
10/7/2021,54172.87232
10/8/2021,54263.62487
10/9/2021,54495.13746
10/10/2021,55433.7938
10/11/2021,57396.92734
10/12/2021,55487.56774
10/13/2021,56968.253
10/14/2021,57440.23933
10/15/2021,62264.82782
10/16/2021,61052.68929
10/17/2021,59605.17082
10/18/2021,61152.04285
10/19/2021,64253.4613
10/20/2021,65834.53864
10/21/2021,62793.27287
10/22/2021,60937.144
10/23/2021,61032.68859
10/24/2021,61053.51007
10/25/2021,62660.56754
10/26/2021,62058.03905
10/27/2021,58775.30466
10/28/2021,61683.81503
10/29/2021,62401.87154
10/30/2021,61864.91643
10/31/2021,61005.0654
11/1/2021,60757.83156
11/2/2021,63142.58585
11/3/2021,62861.52643
11/4/2021,61326.6242
11/5/2021,61050.28118
11/6/2021,61232.75327
11/7/2021,62524.1098
11/8/2021,65952.27463
11/9/2021,67222.64001
11/10/2021,66185.51621
11/11/2021,65003.73933
11/12/2021,63963.06213
11/13/2021,64264.02109
11/14/2021,64099.34316
11/15/2021,64016.03586
11/16/2021,59432.86508
11/17/2021,60280.79657
11/18/2021,58516.2731
11/19/2021,58008.8026
11/20/2021,59415.12754
11/21/2021,59458.73689
11/22/2021,56061.00884
11/23/2021,57575.86615
11/24/2021,57242.04997
11/25/2021,58997.74119
11/26/2021,54455.43798
11/27/2021,54489.37552
11/28/2021,54906.31949
11/29/2021,58141.22413
11/30/2021,57504.25326
12/1/2021,57028.94269
12/2/2021,57011.76252
12/3/2021,53177.92066
12/4/2021,49193.56445
12/5/2021,48962.207
12/6/2021,49196.00305
12/7/2021,50382.01726
12/8/2021,50731.79722
12/9/2021,47511.12669
12/10/2021,48308.84913
12/11/2021,48670.6431
12/12/2021,50333.5357
12/13/2021,46610.06692
12/14/2021,47375.0105
12/15/2021,49198.88849
12/16/2021,48158.81852
12/17/2021,46297.77666
12/18/2021,46774.5011
12/19/2021,46859.51357
12/20/2021,46978.5516
12/21/2021,48476.00103
12/22/2021,49064.74924
12/23/2021,51022.58916
12/24/2021,51204.74546
12/25/2021,50987.13159
12/26/2021,50357.00423
12/27/2021,51048.89667
12/28/2021,47980.24624
12/29/2021,47585.02442
12/30/2021,47277.51538
12/31/2021,46008.53876
1/1/2022,47444.08638
1/2/2022,47020.63834
1/3/2022,45886.2617
1/4/2022,46358.684
1/5/2022,44253.15024
1/6/2022,43251.14376
1/7/2022,41842.67051
1/8/2022,40998.92255
1/9/2022,42497.64918
1/10/2022,41531.03041
1/11/2022,42837.58547
1/12/2022,43756.44068
1/13/2022,42597.65265
1/14/2022,43077.54301
1/15/2022,43600.29598
1/16/2022,43092.84459
1/17/2022,42199.22441
1/18/2022,41596.59924
1/19/2022,41728.11093
1/20/2022,42673.70044
1/21/2022,38181.38744
1/22/2022,35024.65712
1/23/2022,35236.40116
1/24/2022,36505.44883
1/25/2022,37007.91477
1/26/2022,37083.25123
1/27/2022,35963.23924
1/28/2022,37577.72734
1/29/2022,38272.76089
1/30/2022,37638.36669
1/31/2022,38480.80832
2/1/2022,38685.39579
2/2/2022,37526.3857
2/3/2022,36429.86696
2/4/2022,40522.31029
2/5/2022,41588.22088
2/6/2022,41634.36793
2/7/2022,44058.87869
2/8/2022,44039.37193
2/9/2022,44717.80038
2/10/2022,43927.4313
2/11/2022,42560.46271
2/12/2022,42679.29709
2/13/2022,42323.6924
2/14/2022,42247.24453
2/15/2022,44102.78614
2/16/2022,44182.903
2/17/2022,41084.33626
2/18/2022,40114.91141
2/19/2022,40076.93659
2/20/2022,38362.95654
2/21/2022,38327.55978
2/22/2022,37880.40324
2/23/2022,37655.00833
2/24/2022,38209.0043
2/25/2022,38914.50561
2/26/2022,39364.51159
2/27/2022,37977.10762
2/28/2022,41742.97429
3/1/2022,43940.53512
3/2/2022,43768.43745
3/3/2022,42013.19214
3/4/2022,39482.25047
3/5/2022,39555.90121
3/6/2022,38875.78851
3/7/2022,37613.7771
3/8/2022,38540.08978
3/9/2022,41915.49897
3/10/2022,39477.90232
3/11/2022,38548.05516
3/12/2022,39179.19835
3/13/2022,38718.2251
3/14/2022,38869.23048
3/15/2022,39481.42526
3/16/2022,41276.12083
3/17/2022,40722.36806
3/18/2022,41889.91644
3/19/2022,42253.57691
3/20/2022,41471.21793
3/21/2022,41207.1051
3/22/2022,42448.12154
3/23/2022,42356.83231
3/24/2022,43913.03621
3/25/2022,44477.92286
3/26/2022,44619.86692
3/27/2022,45953.64621
3/28/2022,47919.62415
3/29/2022,47560.39518
3/30/2022,47129.92963
3/31/2022,45762.38661
4/1/2022,46194.80531
4/2/2022,46278.24837
4/3/2022,46452.02898
4/4/2022,46283.58288
4/5/2022,45706.3774
4/6/2022,43908.07455
4/7/2022,43584.95653
4/8/2022,42788.70366
4/9/2022,42522.76608
4/10/2022,43290.31399
4/11/2022,40031.32387
4/12/2022,39512.07775
4/13/2022,41187.75662
4/14/2022,39840.40122
4/15/2022,40387.84534
4/16/2022,40241.00752
4/17/2022,40354.36194
4/18/2022,40720.8773
4/19/2022,41254.46932
4/20/2022,41333.39553
4/21/2022,40835.9275
4/22/2022,39536.44197
4/23/2022,39804.56282
4/24/2022,39523.59716
4/25/2022,40159.63379
4/26/2022,38089.12709
4/27/2022,39150.37695
4/28/2022,39974.36313
4/29/2022,38555.19716
4/30/2022,38355.1915
5/1/2022,37939.74222
5/2/2022,38386.60618
5/3/2022,37622.31386
5/4/2022,39825.60016
5/5/2022,36314.56392
5/6/2022,36037.99539
5/7/2022,35771.40764
5/8/2022,34357.7188
5/9/2022,30918.34568
5/10/2022,31113.83278
5/11/2022,29165.87153
5/12/2022,28765.63221
5/13/2022,29871.72457
5/14/2022,29361.83036
5/15/2022,30920.84353
5/16/2022,29785.54511
5/17/2022,30179.22271
5/18/2022,29128.3913
5/19/2022,30124.9255
5/20/2022,29159.47612
5/21/2022,29390.11422
5/22/2022,30007.66543
5/23/2022,29401.45507
5/24/2022,29391.05208
5/25/2022,29707.39074
5/26/2022,29494.72232
5/27/2022,28835.51362
5/28/2022,28988.18731
5/29/2022,29142.98279
5/30/2022,31195.35256
5/31/2022,31690.7578
6/1/2022,29585.1063
6/2/2022,30286.22471
6/3/2022,29653.52384
6/4/2022,29721.44967
6/5/2022,29993.3748
6/6/2022,31373.97292
6/7/2022,31338.31422
6/8/2022,30222.22424
6/9/2022,30121.28393
6/10/2022,29171.11804
6/11/2022,28494.96442
6/12/2022,27422.43836
6/13/2022,23426.056
6/14/2022,21912.06915
6/15/2022,21825.12458
6/16/2022,20678.85639
6/17/2022,20641.79156
6/18/2022,17764.76753
6/19/2022,20585.67753
6/20/2022,20277.13401
6/21/2022,20871.34895
6/22/2022,19915.95484
6/23/2022,20913.79052
6/24/2022,21182.5261
6/25/2022,21224.29761
6/26/2022,21346.5209
6/27/2022,20914.17715
6/28/2022,20273.28903
6/29/2022,20156.40523
6/30/2022,18849.167
7/1/2022,19506.58406
7/2/2022,19250.3952
7/3/2022,19430.38502
7/4/2022,19777.25992
7/5/2022,20487.13608
7/6/2022,20308.32973
7/7/2022,21582.47044
7/8/2022,21848.77369
7/9/2022,21651.22036
7/10/2022,20945.7555
7/11/2022,20459.2917
7/12/2022,19436.56159
7/13/2022,19657.32901
7/14/2022,20598.35849
7/15/2022,20948.30163
7/16/2022,21124.3138
7/17/2022,20945.86193
7/18/2022,21547.82268
7/19/2022,23227.27403
7/20/2022,23219.76119
7/21/2022,23199.56511
7/22/2022,22605.88202
7/23/2022,22293.39897
7/24/2022,22764.71751
7/25/2022,22140.63141
7/26/2022,20919.35157
7/27/2022,22790.24666
7/28/2022,23867.01762
7/29/2022,23953.86452
7/30/2022,23978.44473
7/31/2022,23815.01168
8/1/2022,23028.10257
8/2/2022,23002.07369
8/3/2022,23325.36307
8/4/2022,22541.79795
8/5/2022,22953.86528
8/6/2022,23142.9532
8/7/2022,23238.28693
8/8/2022,23970.68586
8/9/2022,23134.32286
8/10/2022,23762.90128
8/11/2022,24201.56731
8/12/2022,24121.91243
8/13/2022,24472.54955
8/14/2022,24318.13934
8/15/2022,24023.07621
8/16/2022,23930.77186
8/17/2022,23398.95118
8/18/2022,23414.67741
8/19/2022,21259.00026
8/20/2022,21046.89828
8/21/2022,21516.94132
8/22/2022,21141.69224
8/23/2022,21489.97021
8/24/2022,21718.3503
8/25/2022,21653.28288
8/26/2022,20695.03284
8/27/2022,19976.71405
8/28/2022,20014.44733
8/29/2022,20174.09418
8/30/2022,20036.75663
8/31/2022,20186.38263
9/1/2022,20025.28851
9/2/2022,19935.20216
9/3/2022,19737.48008
9/4/2022,19900.13549
9/5/2022,19770.9023
9/6/2022,18938.29822
9/7/2022,19344.56718
9/8/2022,19378.27574
9/9/2022,21276.02148
9/10/2022,21413.10292
9/11/2022,21537.77218
9/12/2022,22426.66128
9/13/2022,20340.42231
9/14/2022,19964.12178
9/15/2022,19798.84118
9/16/2022,19726.88063
9/17/2022,20071.01637
9/18/2022,19731.09125737
9/19/2022,19554.264712764
9/20/2022,18974.73589108
9/21/2022,18924.991031033
9/22/2022,19294.418072451
9/23/2022,18910.352880588
9/24/2022,19140.969863629
9/26/2022,19127.740735914
9/27/2022,19009.971801726
9/28/2022,19545.791013374
9/29/2022,19452.465916873
9/30/2022,19413.219200058
10/1/2022,19266.734523056
10/2/2022,19248.565073125
10/3/2022,19558.560205267
10/4/2022,20328.240361255
10/5/2022,20102.504064782
10/6/2022,20044.064020678
10/7/2022,19543.108552638
10/8/2022,19448.853357746
10/9/2022,19462.865806125
10/10/2022,19236.015049545
10/11/2022,19047.900300371
10/12/2022,19146.195651521
10/13/2022,19398.586481694
10/14/2022,19200.263811522
10/15/2022,19097.449716232
10/16/2022,19303.946439316
10/17/2022,19545.022059008
10/18/2022,19406.322885979
10/19/2022,19201.281300199
10/20/2022,19052.528132093
10/21/2022,19188.903630526
10/22/2022,19198.401987604
10/23/2022,19460.75654291
10/24/2022,19349.67400998
10/25/2022,20146.75804608
10/26/2022,20744.831125045
10/27/2022,20419.733871969
10/28/2022,20695.918230417
10/29/2022,20855.846571142
10/30/2022,20697.297151038
10/31/2022,20428.062374062
11/1/2022,20472.169992117
11/2/2022,20192.116127812
11/3/2022,20242.419063277
11/4/2022,21072.802545476
11/5/2022,21345.071671014
11/6/2022,21178.587646203
11/7/2022,20827.731173668
11/8/2022,18345.792383197
11/9/2022,16457.926196935
11/10/2022,17489.686435436
11/11/2022,16661.303019026
11/12/2022,16811.842406125
11/13/2022,16521.624784478
11/14/2022,16299.83460189
11/15/2022,16805.674180515
11/16/2022,16569.749705741
11/17/2022,16668.429453093
11/18/2022,16628.823510326
11/19/2022,16636.23226179
11/20/2022,16524.487705803
11/21/2022,15849.688635541
11/22/2022,16167.488922142
11/23/2022,16534.12464031
11/24/2022,16570.842139659
11/25/2022,16547.587716491
11/26/2022,16497.485575697
11/27/2022,16561.433531969
11/28/2022,16238.668296088
11/29/2022,16463.532183512
11/30/2022,17049.344000834
12/1/2022,16937.42181908
12/2/2022,17003.207578206
12/3/2022,16955.217400618
12/4/2022,17109.889068139
12/5/2022,16947.144762935
12/6/2022,16990.510890485
12/7/2022,16828.50260166
12/8/2022,17209.508595387
12/9/2022,17128.208350176
12/10/2022,17180.199533866
12/11/2022,17134.161089705
12/12/2022,17069.99137475
12/13/2022,17766.472637842
12/14/2022,17753.35408357
12/15/2022,17433.621168215
12/16/2022,16913.463767805
12/17/2022,16716.120771026
12/18/2022,16777.471226151
12/19/2022,16605.199810819
12/20/2022,16898.36017325
12/21/2022,16780.824825995
12/22/2022,16779.220405616
12/23/2022,16828.555320517
12/24/2022,16851.295649661
12/25/2022,16778.432920663
12/26/2022,16847.057574586
12/27/2022,16682.659784357
12/28/2022,16611.494885111
12/29/2022,16589.928592314
12/30/2022,16546.197395552
12/31/2022,16585.234975143
